id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-RUN-022,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fleet modes,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Implement safe drain, certificate rotation, image rollout, and maintenance.","Implement and verify: Implement safe drain, certificate rotation, image rollout, and maintenance."
ELMOS-RUN-023,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fleet modes,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Autoscale warm pools from queue age, demand, cold-start cost, and forecast.","Implement and verify: Autoscale warm pools from queue age, demand, cold-start cost, and forecast."
ELMOS-RUN-024,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Fleet modes,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Keep capability labels immutable for the leased task.,Implement and verify: Keep capability labels immutable for the leased task.
ELMOS-RUN-025,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Sharding and recovery,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Partition large repositories by module, dependency graph, work unit, or tests.","Implement and verify: Partition large repositories by module, dependency graph, work unit, or tests."
ELMOS-RUN-026,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Sharding and recovery,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Store shard inputs/outputs in CAS with explicit dependencies.,Implement and verify: Store shard inputs/outputs in CAS with explicit dependencies.
ELMOS-RUN-027,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Sharding and recovery,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Retry only failed shards.,Implement and verify: Retry only failed shards.
ELMOS-RUN-028,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Sharding and recovery,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Quarantine repeatedly failing shards while independent work continues.,Implement and verify: Quarantine repeatedly failing shards while independent work continues.
ELMOS-RUN-029,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Sharding and recovery,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Aggregate shard results deterministically into project/portfolio evidence.,Implement and verify: Aggregate shard results deterministically into project/portfolio evidence.
ELMOS-RUN-030,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Artifact transfer,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Transfer large artifacts with chunk manifests, hashes, encryption, compression, deduplication, resume, region policy, and bandwidth budget.","Implement and verify: Transfer large artifacts with chunk manifests, hashes, encryption, compression, deduplication, resume, region policy, and bandwidth budget."
ELMOS-RUN-031,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Artifact transfer,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Verify every chunk and final manifest.,Implement and verify: Verify every chunk and final manifest.
ELMOS-RUN-032,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Artifact transfer,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,Clean incomplete sessions after reconciliation/retention.,Implement and verify: Clean incomplete sessions after reconciliation/retention.
ELMOS-RUN-033,elmos-runner-scheduler-execution,"Remote Execution, Runner Fleet, Scheduling, and Artifact Transfer",Artifact transfer,P1,G4,BACKLOG,elmos-temporal-task-reliability;elmos-content-addressed-cache;elmos-reproducible-toolchain;elmos-identity-tenant-security,"Measure bytes transferred, avoided, retried, and rejected.","Implement and verify: Measure bytes transferred, avoided, retried, and rejected."
ELMOS-SBX-001,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Policy contract,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Define tiers S0 trusted native, S1 rootless OCI, S2 gVisor, S3 Firecracker/Kata, and S4 Wasmtime/WASI plugin.","Implement and verify: Define tiers S0 trusted native, S1 rootless OCI, S2 gVisor, S3 Firecracker/Kata, and S4 Wasmtime/WASI plugin."
ELMOS-SBX-002,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Policy contract,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Define filesystem, network, process, device, resource, secret, output, timeout, and audit fields.","Implement and verify: Define filesystem, network, process, device, resource, secret, output, timeout, and audit fields."
ELMOS-SBX-003,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Policy contract,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Map repository sensitivity, tenant policy, action type, and risk to a minimum tier.","Implement and verify: Map repository sensitivity, tenant policy, action type, and risk to a minimum tier."
ELMOS-SBX-004,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Policy contract,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Reject scheduling when no runner can satisfy the required tier.,Implement and verify: Reject scheduling when no runner can satisfy the required tier.
ELMOS-SBX-005,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Policy contract,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Version policy decisions and include their digest in action identity.,Implement and verify: Version policy decisions and include their digest in action identity.
ELMOS-SBX-006,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Run with non-root user, rootless runtime, read-only root filesystem, isolated writable workspace, and minimal capabilities.","Implement and verify: Run with non-root user, rootless runtime, read-only root filesystem, isolated writable workspace, and minimal capabilities."
ELMOS-SBX-007,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Apply seccomp plus AppArmor or SELinux where supported.,Implement and verify: Apply seccomp plus AppArmor or SELinux where supported.
ELMOS-SBX-008,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Set CPU, memory, disk, PID, file-count, output-size, and wall-clock limits.","Implement and verify: Set CPU, memory, disk, PID, file-count, output-size, and wall-clock limits."
ELMOS-SBX-009,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Deny Docker socket, host paths, devices, privileged mode, and namespace sharing.","Implement and verify: Deny Docker socket, host paths, devices, privileged mode, and namespace sharing."
ELMOS-SBX-010,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Terminate complete child-process trees on cancel, timeout, or runner loss.","Implement and verify: Terminate complete child-process trees on cancel, timeout, or runner loss."
ELMOS-SBX-011,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Rootless OCI baseline,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Detect path traversal, symlink escape, fork bomb, and workspace quota abuse.","Implement and verify: Detect path traversal, symlink escape, fork bomb, and workspace quota abuse."
ELMOS-SBX-012,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Default deny outbound and inbound network.,Implement and verify: Default deny outbound and inbound network.
ELMOS-SBX-013,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Route approved outbound traffic through an authenticated egress proxy.,Implement and verify: Route approved outbound traffic through an authenticated egress proxy.
ELMOS-SBX-014,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Allowlist domain, resolved IP range, protocol, port, purpose, and expiry.","Implement and verify: Allowlist domain, resolved IP range, protocol, port, purpose, and expiry."
ELMOS-SBX-015,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Deny cloud metadata, loopback escape, private networks, and unapproved DNS resolvers.","Implement and verify: Deny cloud metadata, loopback escape, private networks, and unapproved DNS resolvers."
ELMOS-SBX-016,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Restrict dependency downloads to approved registries/proxies and record destination/bytes.,Implement and verify: Restrict dependency downloads to approved registries/proxies and record destination/bytes.
ELMOS-SBX-017,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Network and egress,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Apply task and tenant bandwidth budgets with stop or approval behavior.,Implement and verify: Apply task and tenant bandwidth budgets with stop or approval behavior.
ELMOS-SBX-018,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Secret handling,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,Inject secrets through short-lived memory/file mechanisms rather than image layers or durable task records.,Implement and verify: Inject secrets through short-lived memory/file mechanisms rather than image layers or durable task records.
ELMOS-SBX-019,elmos-secure-sandbox-runtime,Secure Sandbox Runtime and Capability Isolation,Secret handling,P0,G4,BACKLOG,elmos-identity-tenant-security;elmos-runner-scheduler-execution;elmos-reproducible-toolchain,"Issue least-privilege repository, registry, model, and signing credentials per operation.","Implement and verify: Issue least-privilege repository, registry, model, and signing credentials per operation."
